Experience Years,Education Level,Skills Count,Projects Count,Languages Known,Certifications,Publications,Extracurricular Activities,Workshops Attended,Leadership Roles,Personality (Extrovert/Introvert)
7,Bachelors,17,7,1,9,3,3,12,8,1
14,Bachelors,12,3,3,4,16,4,12,1,0
2,PhD,15,8,3,9,16,2,8,6,1
13,High School,15,13,2,3,17,8,3,4,0
16,High School,6,9,2,5,15,3,11,5,1
3,Bachelors,12,11,2,5,7,4,8,0,0
17,High School,18,5,1,1,10,0,12,6,0
7,Bachelors,14,0,1,1,17,1,9,5,0
3,PhD,2,2,2,3,9,8,5,3,1
1,PhD,9,2,2,0,12,1,9,0,0
29,Masters,5,9,1,8,16,4,12,8,1
5,PhD,1,11,4,6,17,7,6,3,0
21,Bachelors,3,11,1,6,9,2,11,1,1
9,PhD,6,3,1,2,15,5,9,7,0
3,Masters,5,5,1,2,19,3,2,1,1
21,High School,5,14,2,0,4,6,7,4,0
28,Bachelors,1,6,4,2,12,9,2,5,0
17,High School,17,9,1,2,17,2,0,7,0
25,Masters,19,3,2,3,16,5,12,0,1
11,Masters,14,5,3,3,8,9,12,0,0
1,Masters,12,10,3,2,13,8,9,3,0
9,High School,10,0,1,9,16,9,11,4,0
29,High School,18,13,3,7,3,0,4,8,0
3,High School,11,7,4,7,17,2,1,6,1
13,High School,2,6,3,0,19,1,9,6,0
15,Masters,18,14,3,6,14,7,13,7,0
14,Masters,7,10,4,1,10,6,5,4,1
7,Bachelors,15,10,1,0,11,1,12,4,1
13,Bachelors,11,8,1,2,8,5,9,0,1
22,High School,18,2,4,3,12,2,8,8,0
27,PhD,12,1,4,5,14,7,0,5,1
24,PhD,6,0,4,9,14,9,13,8,1
29,Masters,13,2,3,4,4,2,12,2,1
7,Masters,16,4,4,3,18,9,3,4,0
20,Masters,18,13,2,7,19,8,14,1,0
15,Bachelors,10,10,3,3,13,0,0,9,0
12,Bachelors,8,1,1,9,16,4,0,4,1
17,Masters,18,11,1,1,17,2,7,7,0
14,Masters,1,2,1,2,2,5,13,1,1
20,Masters,8,14,3,5,1,9,13,7,1
23,PhD,6,14,2,7,0,1,12,3,1
25,Bachelors,5,14,4,7,9,8,13,9,0
24,PhD,15,3,4,8,18,5,10,9,1
27,PhD,15,6,1,6,16,6,14,0,1
27,Masters,2,12,1,1,11,4,1,4,0
27,Masters,1,2,3,7,0,8,0,0,1
12,High School,11,14,2,6,11,0,10,6,1
8,High School,10,8,4,7,16,4,7,7,1
28,PhD,18,7,3,2,2,9,3,2,0
14,Bachelors,18,3,4,6,10,5,2,2,1
12,Masters,17,12,1,9,16,6,12,6,0
0,Masters,8,0,4,8,2,3,11,3,0
24,PhD,15,0,2,2,7,0,3,2,1
6,High School,8,0,2,9,19,7,13,7,1
8,Bachelors,17,0,1,5,3,9,10,2,1
23,High School,12,7,2,1,6,3,4,6,1
0,High School,8,2,2,1,13,2,0,1,0
11,High School,14,14,3,4,13,6,14,0,0
7,High School,4,5,4,4,3,1,13,5,1
23,Masters,1,2,1,6,15,7,10,7,0
10,Masters,1,10,1,1,0,5,0,0,1
18,High School,19,4,1,6,16,6,2,9,1
16,Bachelors,16,12,1,4,9,4,5,8,1
7,PhD,14,14,1,5,15,8,0,2,1
2,Bachelors,16,13,2,7,15,4,13,2,0
2,Bachelors,5,12,3,9,7,4,10,3,0
0,Bachelors,9,14,1,3,6,2,11,0,1
26,High School,2,6,3,6,5,0,14,8,1
4,Masters,18,1,3,5,15,1,1,2,0
9,Bachelors,6,5,2,9,19,7,14,9,0
6,High School,9,12,1,1,15,0,11,3,0
25,Bachelors,1,5,2,7,6,6,13,0,1
8,Bachelors,9,10,1,9,8,4,6,3,0
27,High School,16,2,2,8,13,2,13,0,1
6,Masters,13,5,3,4,10,6,13,4,1
8,Masters,9,9,1,9,13,8,0,4,0
7,PhD,13,9,4,3,6,1,12,6,1
11,High School,9,13,3,5,0,7,13,7,0
1,PhD,11,4,4,7,12,8,14,3,1
0,PhD,4,11,3,2,19,2,6,6,1
15,PhD,2,1,2,9,2,1,14,3,1
22,Masters,6,8,1,0,19,6,3,2,1
22,High School,14,7,3,3,3,4,9,5,1
29,PhD,4,2,2,3,10,4,13,3,1
23,High School,6,7,1,0,1,9,5,2,0
4,High School,19,13,1,8,13,4,13,8,0
2,Masters,6,8,3,2,11,3,7,4,1
11,PhD,2,13,1,4,16,4,8,6,0
7,PhD,18,14,3,5,11,3,5,5,1
21,High School,13,2,1,7,11,5,11,9,0
26,Bachelors,9,2,4,5,0,3,10,4,0
2,Masters,19,1,2,2,12,1,12,6,1
0,Masters,13,7,4,5,13,8,14,5,0
2,Masters,11,9,3,0,1,1,13,9,1
4,Masters,1,0,4,3,11,8,8,1,0
14,PhD,7,7,3,5,15,9,3,2,1
13,PhD,15,6,1,6,3,5,5,1,0
2,Bachelors,1,13,1,9,7,8,7,2,1
0,Masters,12,6,3,2,1,8,8,0,0
4,Masters,7,2,4,8,9,2,2,7,1
25,High School,15,0,1,6,8,0,1,5,0
22,PhD,19,3,2,0,14,0,5,1,1
13,Masters,1,8,1,1,12,2,3,7,0
6,Bachelors,17,4,2,0,16,4,0,5,1
26,Bachelors,17,0,4,8,15,2,7,6,0
8,PhD,3,14,2,8,1,8,8,0,1
14,Bachelors,12,4,2,6,19,8,13,6,1
14,Bachelors,6,12,2,9,19,2,8,2,1
25,PhD,11,7,2,2,13,2,1,7,1
9,Masters,3,7,1,4,2,4,8,5,0
27,Masters,8,4,2,3,11,1,6,3,0
12,Bachelors,14,11,1,6,7,5,4,7,0
18,Bachelors,14,8,2,8,1,6,6,8,1
6,Masters,10,14,3,1,3,8,12,9,1
16,PhD,2,0,4,7,13,5,8,1,1
19,Bachelors,14,3,2,8,15,2,7,5,1
28,High School,9,2,3,9,18,4,5,4,1
3,PhD,3,1,2,9,1,3,12,4,0
29,Bachelors,8,14,2,8,11,4,3,9,0
4,Bachelors,16,7,2,9,13,7,12,2,0
22,High School,2,6,3,6,5,7,14,7,1
6,High School,6,8,4,8,12,5,0,7,1
12,Masters,12,1,3,8,3,0,5,4,1
14,PhD,5,13,4,2,17,7,2,7,1
10,PhD,2,13,2,3,11,7,5,9,1
28,Masters,16,3,1,1,19,1,5,7,1
3,PhD,5,13,2,9,18,3,13,2,1
12,PhD,15,14,4,2,7,1,3,1,0
6,PhD,12,5,3,4,6,3,1,8,0
26,PhD,4,10,2,4,15,9,14,1,1
18,PhD,15,2,3,5,18,6,8,8,1
21,High School,11,7,3,6,5,8,1,3,1
27,PhD,16,2,3,6,19,7,2,1,0
1,High School,6,13,2,0,10,8,9,9,0
9,PhD,14,11,3,1,4,7,0,0,1
12,Masters,18,12,3,8,15,1,6,3,0
29,Bachelors,12,12,2,9,6,6,14,8,0
24,High School,11,1,3,1,4,1,0,8,0
20,PhD,13,12,2,5,10,1,10,3,1
5,Masters,11,12,4,0,14,3,8,8,0
27,Bachelors,16,2,4,2,2,0,10,5,0
27,High School,15,10,4,1,4,4,10,0,1
11,Bachelors,15,5,3,2,4,5,0,9,1
11,Masters,4,1,1,4,8,8,4,5,0
19,High School,11,7,1,9,14,9,6,8,1
29,Bachelors,19,0,3,5,2,7,2,1,0
29,PhD,15,6,1,8,5,1,8,5,0
10,High School,4,1,2,9,16,0,7,1,1
25,Bachelors,13,9,1,3,7,1,12,3,1
22,Masters,19,11,3,6,10,6,14,7,0
27,Masters,2,5,3,5,5,3,2,6,1
24,High School,14,11,2,1,7,9,14,8,1
6,Bachelors,4,1,4,9,9,4,4,6,0
29,High School,16,1,3,7,2,6,6,0,0
0,High School,14,9,2,6,13,2,11,1,0
0,Bachelors,15,12,1,6,13,9,13,5,0
24,Bachelors,3,7,1,7,9,1,3,6,0
26,PhD,8,14,2,0,11,6,4,2,0
29,Bachelors,16,14,2,0,5,4,2,8,1
24,Masters,10,11,3,7,11,0,8,6,1
19,High School,4,1,1,3,13,0,9,5,0
12,High School,18,6,2,4,1,8,8,5,1
8,Masters,2,2,1,7,8,4,6,0,1
2,Bachelors,17,7,2,4,9,0,9,4,0
6,Masters,13,6,1,9,16,6,1,9,1
5,Masters,4,13,4,3,16,8,6,2,1
7,PhD,11,7,3,5,2,0,6,6,0
26,Masters,7,13,1,4,18,9,10,9,1
8,High School,12,6,4,6,0,3,4,2,1
29,Masters,10,10,1,9,11,2,8,4,0
4,High School,7,5,1,6,6,4,12,6,1
0,High School,13,12,4,3,3,6,11,2,1
18,High School,7,6,1,4,9,7,10,9,1
9,Bachelors,17,4,1,2,12,1,2,1,0
11,PhD,10,6,3,3,1,6,3,5,0
23,High School,10,0,4,3,9,0,0,7,1
14,High School,4,0,4,2,3,6,5,3,1
26,Bachelors,4,8,2,9,17,7,3,8,0
21,High School,7,13,1,4,4,1,0,7,0
23,Masters,1,4,3,4,18,8,1,6,1
8,Masters,12,12,1,6,1,0,14,6,0
19,PhD,13,4,1,3,11,5,2,2,1
16,High School,10,2,2,3,16,0,8,5,1
29,Bachelors,15,4,1,8,9,2,12,4,0
16,Masters,13,2,3,5,1,5,7,0,0
25,Bachelors,9,8,3,3,5,2,6,2,1
19,Bachelors,9,8,2,1,7,7,12,0,1
11,Masters,15,5,1,5,18,4,14,3,0
29,Bachelors,10,14,3,1,10,1,10,9,1
6,Masters,10,0,1,4,11,3,11,2,0
1,Bachelors,8,6,1,5,8,8,13,3,0
2,Masters,16,6,1,3,1,3,3,8,0
16,High School,17,13,2,2,7,9,0,2,0
4,PhD,5,9,1,6,10,9,7,5,0
16,Masters,4,9,3,1,3,7,3,5,1
23,Masters,18,3,1,5,9,4,2,6,0
16,PhD,19,7,3,3,19,9,8,8,0
26,Masters,4,5,1,5,15,0,9,6,0
16,Masters,7,3,3,3,7,6,3,0,0
1,Bachelors,10,3,3,3,3,2,3,7,0
1,PhD,18,1,1,3,9,9,13,4,0
27,High School,19,13,1,8,11,7,8,8,0
21,Masters,4,1,3,6,13,2,12,9,1
22,PhD,10,11,4,2,15,0,11,4,1
4,Bachelors,1,13,2,2,17,4,10,4,1
0,High School,18,3,4,5,11,1,11,1,1
0,PhD,5,4,4,5,17,3,13,2,0
18,High School,15,7,1,3,6,0,1,9,1
29,High School,17,14,2,8,19,8,13,8,0
1,High School,3,5,4,3,6,5,11,6,1
20,Masters,12,13,1,8,8,7,4,0,1
11,Masters,2,14,4,3,0,3,14,2,0
25,Bachelors,1,3,4,1,5,8,3,1,0
5,Bachelors,17,12,1,1,5,1,8,0,1
22,PhD,16,10,1,4,11,8,11,8,1
3,Bachelors,5,6,1,3,11,4,4,7,1
22,High School,15,7,2,6,9,5,8,4,1
10,High School,3,1,4,4,5,2,10,1,0
23,Masters,7,11,1,5,16,3,8,0,1
26,High School,11,6,3,9,18,5,13,6,1
16,PhD,10,14,4,3,17,6,1,1,1
5,High School,9,13,3,1,5,0,13,0,1
23,High School,14,1,2,9,18,6,14,1,1
4,PhD,13,1,1,8,9,0,8,6,0
19,Bachelors,2,7,3,9,7,4,2,6,0
1,Bachelors,3,1,2,6,5,5,3,9,0
5,PhD,7,14,1,3,6,1,0,5,0
21,Masters,18,10,3,2,0,9,13,4,0
10,High School,3,8,3,9,17,8,0,2,1
15,PhD,10,11,2,2,19,9,0,2,0
15,High School,7,0,1,8,11,5,8,8,0
0,Masters,9,14,1,4,15,6,10,3,1
8,High School,17,8,3,2,9,9,7,8,0
27,PhD,11,14,3,4,9,7,4,3,0
26,High School,7,0,3,1,13,9,4,1,0
5,Bachelors,14,9,1,3,19,0,8,3,0
15,Masters,19,12,2,9,9,7,2,5,1
28,Masters,4,9,2,1,9,3,2,5,1
2,Masters,6,1,1,1,10,9,6,4,0
19,PhD,10,5,4,7,1,7,8,0,1
27,Masters,7,5,2,0,19,5,5,2,0
26,Bachelors,13,0,3,6,7,8,13,4,1
3,PhD,14,6,4,4,6,3,1,5,1
18,Bachelors,4,7,4,7,7,1,0,0,1
25,High School,8,1,2,0,0,1,1,8,1
2,High School,5,7,4,6,1,4,13,2,1
18,High School,1,8,4,4,17,9,13,9,1
19,High School,4,5,2,3,14,8,0,2,1
6,Bachelors,3,4,2,6,0,2,9,1,1
19,PhD,9,11,4,9,4,7,9,7,1
8,PhD,8,8,3,1,1,3,8,2,1
0,Masters,1,12,1,0,19,5,14,5,1
7,Bachelors,6,11,4,0,2,9,9,1,0
6,High School,9,10,4,0,18,5,14,6,1
17,Bachelors,7,8,3,4,17,2,11,3,0
7,Masters,4,0,4,9,17,4,13,8,1
0,Masters,13,10,4,6,13,2,12,9,0
10,Bachelors,17,2,1,1,7,0,7,8,0
27,Bachelors,2,8,1,9,11,6,14,6,0
24,Bachelors,5,10,1,7,9,3,6,7,1
24,PhD,12,1,2,3,19,6,14,2,1
17,High School,8,11,2,2,16,2,2,4,1
22,Bachelors,6,3,1,9,10,4,7,1,1
29,Bachelors,8,3,1,7,1,4,1,9,0
9,Bachelors,18,1,2,1,3,1,1,6,1
2,Masters,3,14,3,2,0,9,10,7,1
6,Masters,12,2,4,2,14,1,9,8,1
27,PhD,3,12,4,9,12,3,2,6,1
15,High School,6,2,1,0,7,3,6,9,1
25,PhD,2,0,3,5,3,3,0,9,1
15,High School,12,5,2,1,9,5,7,7,1
24,Masters,2,7,1,0,18,1,11,8,1
19,Masters,6,11,3,1,17,5,6,5,0
27,Masters,17,2,3,5,4,6,3,9,0
16,PhD,3,4,3,3,18,9,13,1,1
1,Bachelors,2,0,2,5,15,2,14,1,1
0,Bachelors,8,9,2,8,0,7,4,3,1
15,Masters,12,6,4,9,11,1,9,8,1
29,Bachelors,4,9,4,9,1,7,12,6,0
11,Bachelors,5,12,3,7,7,4,0,1,0
4,PhD,13,0,3,0,17,1,3,7,1
4,High School,15,11,2,7,15,6,14,6,0
26,Masters,16,10,4,8,4,1,0,8,0
22,Masters,10,8,3,5,12,5,0,7,1
8,PhD,16,7,4,9,18,9,9,2,1
8,PhD,12,6,4,4,2,2,0,0,1
2,Bachelors,17,9,3,5,7,8,6,1,0
18,Masters,16,14,2,5,11,2,6,1,0
15,High School,12,6,3,8,1,2,3,3,1
15,PhD,8,4,3,3,10,4,14,5,1
2,High School,3,4,4,1,11,6,12,3,0
19,High School,16,10,3,8,17,7,11,8,0
23,Masters,13,12,2,1,12,6,1,3,1
21,Masters,19,4,3,9,4,8,11,5,0
23,PhD,8,0,2,8,11,4,2,5,1
0,Masters,5,7,2,1,1,9,7,9,1
23,Masters,8,11,4,7,4,2,12,9,0
19,Masters,12,10,1,8,6,5,7,0,0
10,High School,1,0,1,9,11,4,10,7,0
16,PhD,6,3,4,8,15,3,10,2,1
7,Bachelors,18,14,3,9,7,1,5,5,1
3,High School,8,8,4,8,8,6,14,2,1
5,Masters,7,13,2,1,14,4,9,1,1
7,High School,1,8,1,3,4,3,8,4,1
19,Masters,16,4,4,6,12,7,10,0,1
29,Masters,12,3,3,1,4,8,11,8,0
2,High School,6,2,4,0,10,8,8,6,1
15,PhD,2,2,1,2,9,2,3,2,1
29,Masters,14,11,4,3,19,2,11,3,1
24,PhD,4,4,4,7,12,4,0,5,1
2,Bachelors,1,9,1,5,8,4,0,2,0
24,Masters,18,0,2,1,13,9,14,6,1
28,PhD,13,4,2,8,17,1,11,5,0
17,PhD,2,5,1,1,14,0,9,8,0
13,Bachelors,9,6,4,4,9,7,14,4,1
17,PhD,2,11,1,3,6,2,4,3,1
1,PhD,9,8,2,6,7,0,13,2,0
21,Bachelors,1,2,3,7,2,0,12,9,0
2,Masters,11,14,4,4,14,1,1,0,1
15,PhD,3,1,2,9,15,5,14,2,0
28,PhD,4,13,4,4,3,5,5,2,1
8,PhD,18,2,1,1,5,2,6,6,1
3,High School,6,11,3,7,0,3,0,6,0
0,Bachelors,3,8,1,1,3,1,5,0,1
3,High School,11,11,3,9,10,1,7,2,1
0,Bachelors,15,6,4,5,11,6,11,7,1
13,Masters,5,8,4,7,4,0,4,8,0
20,Masters,10,12,1,5,15,6,13,6,0
15,PhD,12,1,3,3,12,0,11,6,0
19,Bachelors,15,4,3,3,12,5,6,7,1
23,Masters,17,12,4,5,16,2,9,5,0
7,Bachelors,10,3,1,3,6,7,5,2,0
6,Masters,6,14,3,7,7,5,3,0,0
2,High School,18,1,4,8,12,1,14,6,1
16,Masters,13,8,2,0,15,7,14,0,1
0,High School,3,8,1,3,3,4,6,0,0
15,Masters,10,5,2,3,7,7,9,8,0
11,PhD,14,10,1,1,15,7,8,9,0
26,High School,6,5,4,5,9,5,9,6,1
18,Masters,3,7,3,2,11,1,9,3,0
21,PhD,16,5,3,6,11,7,12,5,1
22,High School,7,0,3,4,4,5,6,0,1
21,PhD,14,3,1,3,15,5,11,6,1
13,Bachelors,9,12,4,4,0,7,13,5,0
29,Bachelors,15,6,2,7,8,0,4,3,0
5,High School,3,12,4,2,11,1,6,6,1
5,Masters,2,12,2,6,4,8,2,2,1
12,High School,2,1,1,5,19,7,1,0,1
18,PhD,3,8,1,0,2,6,10,3,1
21,Masters,18,7,2,6,4,6,14,2,0
7,Bachelors,14,7,2,6,1,4,4,0,0
26,Masters,18,6,2,0,13,1,3,1,1
26,Bachelors,10,3,4,8,1,5,4,4,1
1,Masters,2,1,2,5,12,9,7,7,1
20,Masters,1,2,1,1,6,2,11,0,0
29,Masters,4,11,1,4,9,3,3,3,1
0,PhD,14,5,3,3,12,9,14,3,0
27,PhD,1,11,2,6,15,1,8,4,1
14,High School,14,11,4,7,13,1,6,6,0
0,High School,16,4,4,0,10,7,9,7,0
4,Bachelors,14,11,4,4,9,7,12,5,1
27,PhD,3,7,3,2,5,9,11,0,0
28,Bachelors,3,5,1,0,3,5,6,6,0
15,High School,9,5,4,2,0,4,14,2,0
18,Bachelors,6,0,1,5,6,7,12,5,0
3,High School,13,3,3,6,8,3,12,7,1
2,PhD,2,4,2,7,7,3,7,6,1
16,Masters,8,11,2,3,4,4,11,9,1
16,PhD,2,10,2,2,18,0,5,5,1
11,Bachelors,4,2,4,4,9,0,7,8,1
27,Bachelors,15,12,2,8,10,1,2,8,0
29,PhD,4,8,4,5,14,7,9,0,0
28,PhD,13,0,3,8,5,6,9,0,0
13,High School,12,5,3,5,14,9,13,0,0
20,Bachelors,13,5,4,1,4,8,0,7,1
5,Bachelors,14,9,1,4,18,4,5,9,1
2,PhD,18,4,2,8,18,1,0,6,0
27,Masters,6,11,2,7,9,6,8,2,1
8,Bachelors,11,14,2,6,11,7,13,1,0
4,Masters,2,4,4,0,3,6,1,3,0
23,PhD,19,9,3,3,17,6,10,2,1
28,PhD,19,13,2,6,15,4,1,6,1
16,High School,5,12,3,6,7,1,6,9,1
13,Bachelors,19,4,2,5,3,5,1,7,1
20,Masters,2,5,2,7,11,3,9,5,1
2,High School,10,7,4,5,1,9,7,2,1
27,Bachelors,2,1,1,9,3,1,5,5,1
0,High School,11,5,4,2,4,8,13,1,0
19,PhD,18,0,2,3,2,6,6,6,1
28,Bachelors,15,3,2,2,8,5,6,9,0
20,High School,9,13,1,0,17,4,5,6,0
22,High School,19,9,3,9,10,2,9,3,1
0,Masters,9,2,3,4,2,9,10,7,0
2,High School,3,8,2,0,1,9,8,3,1
17,Bachelors,9,2,3,0,8,3,12,6,0
24,Bachelors,14,14,2,1,13,2,8,3,0
9,Masters,19,5,1,3,3,7,14,4,0
21,Bachelors,7,0,1,5,8,2,6,6,1
25,PhD,16,11,2,7,12,6,8,9,0
2,Bachelors,16,5,1,2,17,6,12,2,0
7,Bachelors,1,3,4,0,14,6,9,9,0
13,High School,4,7,4,2,9,6,2,4,1
23,High School,4,12,1,2,15,1,2,2,0
17,Bachelors,7,10,2,4,11,9,0,4,1
14,Masters,8,8,2,3,19,2,4,2,0
21,High School,17,3,1,3,4,9,14,9,0
22,Masters,5,9,3,8,1,8,3,6,0
1,Bachelors,7,11,4,6,9,2,1,0,1
26,Bachelors,4,9,3,3,0,1,8,8,0
9,PhD,6,5,2,2,6,8,2,8,0
1,High School,7,0,2,5,16,9,14,4,0
25,Bachelors,18,3,3,2,15,8,7,8,0
16,PhD,5,6,1,5,2,3,5,9,1
7,High School,3,11,3,8,13,8,13,5,0
0,Bachelors,7,14,3,5,9,2,12,4,0
8,Bachelors,14,0,4,3,6,6,4,2,0
10,High School,7,7,4,4,16,6,0,7,0
21,High School,5,11,3,5,5,7,3,3,1
15,High School,5,9,3,2,3,9,2,9,0
6,Bachelors,2,11,2,7,16,3,0,2,0
28,Bachelors,6,10,4,3,8,2,11,5,1
9,PhD,15,5,4,7,3,2,14,7,0
22,Masters,10,4,2,9,6,4,4,8,0
25,High School,7,9,1,9,1,0,5,5,0
2,Bachelors,5,10,4,2,16,9,1,4,1
17,Bachelors,1,14,4,9,7,2,14,1,0
24,High School,13,13,1,6,14,5,13,1,1
23,Masters,18,8,4,8,14,2,2,8,1
12,High School,13,1,4,3,7,4,10,1,1
27,Masters,18,4,1,7,15,8,13,1,1
25,Bachelors,5,5,1,2,18,1,14,2,1
6,Masters,13,6,3,6,10,1,5,2,1
24,PhD,4,4,2,2,1,5,3,3,1
3,Bachelors,17,8,2,6,16,5,8,6,0
12,PhD,3,0,1,9,15,7,4,8,0
19,High School,17,6,1,9,14,1,3,1,1
0,High School,11,9,4,5,12,8,1,3,1
7,High School,4,6,3,1,14,1,5,8,1
13,Masters,2,3,3,2,3,0,9,1,1
15,Bachelors,16,8,1,5,15,9,1,9,1
13,High School,18,13,4,3,11,1,11,0,1
11,High School,8,11,4,5,3,6,12,9,0
18,Bachelors,3,10,2,0,2,7,6,7,0
22,High School,9,4,2,9,16,4,2,8,1
14,PhD,6,3,4,0,17,5,8,6,1
27,Bachelors,10,12,2,2,17,0,10,7,1
1,Bachelors,10,6,1,7,16,5,4,3,0
1,Bachelors,13,3,4,7,11,7,7,3,1
22,PhD,17,14,2,3,3,2,10,1,0
21,Bachelors,9,2,3,5,11,0,5,7,0
18,PhD,17,8,4,7,19,3,13,1,0
24,Bachelors,9,10,4,6,14,0,11,8,1
25,Masters,9,7,3,6,15,7,9,3,1
29,High School,1,0,1,3,4,4,7,0,0
28,Masters,2,6,3,8,14,0,12,3,0
21,High School,16,8,4,9,16,7,12,2,0
25,PhD,1,7,1,5,17,8,10,5,0
25,Masters,10,7,2,2,4,9,11,6,1
21,Bachelors,18,12,2,4,12,1,2,7,0
16,High School,8,5,2,4,18,8,2,1,1
19,High School,11,10,4,4,12,7,4,5,0
9,Masters,2,3,3,7,17,6,10,5,1
5,PhD,8,7,1,8,13,2,9,9,0
14,Masters,8,2,2,8,3,1,2,4,1
21,PhD,17,12,1,5,3,6,7,9,1
10,PhD,15,8,4,5,19,4,9,9,1
27,High School,17,12,2,8,19,5,12,6,0
4,Masters,13,1,4,3,18,3,11,2,1
0,Masters,19,1,3,5,12,1,13,3,0
7,PhD,5,11,4,3,11,8,7,9,1
20,Masters,12,12,4,0,6,2,1,8,1
27,Bachelors,1,14,3,6,11,6,11,3,0
11,Bachelors,5,11,1,9,3,7,3,2,1
11,Masters,8,6,3,5,1,1,9,1,1
4,Masters,13,11,3,8,1,5,12,4,0
6,PhD,8,9,4,6,4,7,0,3,1
3,Bachelors,11,3,1,6,9,6,3,7,1
5,Bachelors,1,9,2,1,9,2,11,6,1
12,High School,13,7,3,8,8,0,12,5,1
19,PhD,19,8,1,9,12,5,12,1,0
29,High School,3,6,3,8,6,7,10,2,1
14,Bachelors,17,4,3,5,4,5,12,9,1
2,PhD,5,7,3,2,9,4,3,8,1
22,Masters,8,3,3,0,9,7,9,8,1
7,PhD,14,1,4,3,5,1,8,4,1
19,Masters,4,10,1,2,18,0,14,2,1
15,Masters,11,14,1,0,7,0,2,1,1
12,PhD,15,11,1,2,0,3,14,7,1
17,Masters,19,5,3,3,16,5,1,5,0
27,High School,7,8,4,7,6,8,8,9,0
9,Bachelors,19,0,3,8,13,0,8,6,0
